"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2014"	"2014"	119	1456414	8.5	8.2
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2015"	"2015"	127	1459985	9.1	8.7
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2016"	"2016"	100	1460885	6.9	6.8
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2017"	"2017"	101	1459459	7.3	6.9
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2018"	"2018"	143	1460098	10.0	9.8
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2019"	"2019"	106	1460683	7.9	7.3
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2020"	"2020"	102	1461337	7.5	7.0
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2021"	"2021"	118	1461544	8.3	8.1
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"1999"	"1999"	377	1356044	25.5	27.8
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2000"	"2000"	326	1362500	22.2	23.9
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2001"	"2001"	342	1365966	23.0	25.0
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2002"	"2002"	337	1371898	23.2	24.6
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2003"	"2003"	310	1377415	20.9	22.5
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2004"	"2004"	354	1382396	23.4	25.6
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2005"	"2005"	342	1387958	22.4	24.6
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2006"	"2006"	347	1394092	22.1	24.9
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2007"	"2007"	369	1405705	23.6	26.3
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2008"	"2008"	365	1415563	22.8	25.8
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2009"	"2009"	388	1428139	23.5	27.2
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2010"	"2010"	421	1440086	25.4	29.2
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2011"	"2011"	372	1445374	21.9	25.7
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2012"	"2012"	387	1451660	22.9	26.7
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2013"	"2013"	421	1454161	24.5	29.0
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2014"	"2014"	440	1456414	25.5	30.2
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2015"	"2015"	498	1459985	28.1	34.1
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2016"	"2016"	478	1460885	27.1	32.7
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2017"	"2017"	471	1459459	26.2	32.3
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2018"	"2018"	470	1460098	26.7	32.2
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2019"	"2019"	485	1460683	26.9	33.2
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2020"	"2020"	444	1461337	24.0	30.4
	"Corpus Uteri"	"27020"	"Kansas"	"20"	"2021"	"2021"	510	1461544	28.1	34.9
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"1999"	"1999"	Suppressed	1356044	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2000"	"2000"	Suppressed	1362500	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2001"	"2001"	17	1365966	1.1	1.2
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2002"	"2002"	Suppressed	1371898	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2003"	"2003"	16	1377415	1.0	1.2
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2004"	"2004"	Suppressed	1382396	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2005"	"2005"	Suppressed	1387958	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2006"	"2006"	Suppressed	1394092	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2007"	"2007"	Suppressed	1405705	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2008"	"2008"	17	1415563	1.1	1.2
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2009"	"2009"	25	1428139	1.5	1.8
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2010"	"2010"	16	1440086	0.9	1.1
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2011"	"2011"	Suppressed	1445374	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2012"	"2012"	Suppressed	1451660	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2013"	"2013"	Suppressed	1454161	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2014"	"2014"	Suppressed	1456414	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2015"	"2015"	16	1459985	1.1	1.1
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2016"	"2016"	17	1460885	1.0	1.2
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2017"	"2017"	Suppressed	1459459	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2018"	"2018"	Suppressed	1460098	Suppressed	Suppressed
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2019"	"2019"	30	1460683	1.7	2.1
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2020"	"2020"	18	1461337	0.8	1.2
	"Uterus, NOS"	"27030"	"Kansas"	"20"	"2021"	"2021"	Suppressed	1461544	Suppressed	Suppressed
	"Ovary"	"27040"	"Kansas"	"20"	"1999"	"1999"	188	1356044	12.9	13.9
	"Ovary"	"27040"	"Kansas"	"20"	"2000"	"2000"	209	1362500	14.3	15.3
	"Ovary"	"27040"	"Kansas"	"20"	"2001"	"2001"	216	1365966	14.7	15.8
	"Ovary"	"27040"	"Kansas"	"20"	"2002"	"2002"	209	1371898	14.1	15.2
	"Ovary"	"27040"	"Kansas"	"20"	"2003"	"2003"	201	1377415	13.1	14.6
	"Ovary"	"27040"	"Kansas"	"20"	"2004"	"2004"	213	1382396	13.9	15.4
	"Ovary"	"27040"	"Kansas"	"20"	"2005"	"2005"	173	1387958	11.5	12.5
	"Ovary"	"27040"	"Kansas"	"20"	"2006"	"2006"	196	1394092	12.5	14.1
	"Ovary"	"27040"	"Kansas"	"20"	"2007"	"2007"	195	1405705	12.5	13.9
	"Ovary"	"27040"	"Kansas"	"20"	"2008"	"2008"	183	1415563	11.2	12.9
	"Ovary"	"27040"	"Kansas"	"20"	"2009"	"2009"	213	1428139	13.5	14.9
	"Ovary"	"27040"	"Kansas"	"20"	"2010"	"2010"	180	1440086	11.0	12.5
	"Ovary"	"27040"	"Kansas"	"20"	"2011"	"2011"	191	1445374	11.7	13.2
	"Ovary"	"27040"	"Kansas"	"20"	"2012"	"2012"	180	1451660	11.0	12.4
	"Ovary"	"27040"	"Kansas"	"20"	"2013"	"2013"	193	1454161	11.8	13.3
	"Ovary"	"27040"	"Kansas"	"20"	"2014"	"2014"	190	1456414	11.4	13.0
	"Ovary"	"27040"	"Kansas"	"20"	"2015"	"2015"	183	1459985	10.8	12.5
	"Ovary"	"27040"	"Kansas"	"20"	"2016"	"2016"	177	1460885	10.8	12.1
	"Ovary"	"27040"	"Kansas"	"20"	"2017"	"2017"	193	1459459	11.3	13.2
	"Ovary"	"27040"	"Kansas"	"20"	"2018"	"2018"	162	1460098	9.4	11.1
	"Ovary"	"27040"	"Kansas"	"20"	"2019"	"2019"	153	1460683	8.6	10.5
	"Ovary"	"27040"	"Kansas"	"20"	"2020"	"2020"	132	1461337	7.8	9.0
	"Ovary"	"27040"	"Kansas"	"20"	"2021"	"2021"	166	1461544	9.4	11.4
	"Vagina"	"27050"	"Kansas"	"20"	"1999"	"1999"	Suppressed	1356044	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2000"	"2000"	Suppressed	1362500	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2001"	"2001"	Suppressed	1365966	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2002"	"2002"	Suppressed	1371898	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2003"	"2003"	Suppressed	1377415	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2004"	"2004"	Suppressed	1382396	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2005"	"2005"	Suppressed	1387958	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2006"	"2006"	Suppressed	1394092	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2007"	"2007"	Suppressed	1405705	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2008"	"2008"	Suppressed	1415563	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2009"	"2009"	16	1428139	1.0	1.1
	"Vagina"	"27050"	"Kansas"	"20"	"2010"	"2010"	Suppressed	1440086	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2011"	"2011"	Suppressed	1445374	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2012"	"2012"	Suppressed	1451660	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2013"	"2013"	Suppressed	1454161	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2014"	"2014"	Suppressed	1456414	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2015"	"2015"	Suppressed	1459985	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2016"	"2016"	16	1460885	0.8	1.1
	"Vagina"	"27050"	"Kansas"	"20"	"2017"	"2017"	16	1459459	0.9	1.1
	"Vagina"	"27050"	"Kansas"	"20"	"2018"	"2018"	Suppressed	1460098	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2019"	"2019"	Suppressed	1460683	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2020"	"2020"	Suppressed	1461337	Suppressed	Suppressed
	"Vagina"	"27050"	"Kansas"	"20"	"2021"	"2021"	Suppressed	1461544	Suppressed	Suppressed
	"Vulva"	"27060"	"Kansas"	"20"	"1999"	"1999"	35	1356044	2.2	2.6
	"Vulva"	"27060"	"Kansas"	"20"	"2000"	"2000"	33	1362500	2.1	2.4
	"Vulva"	"27060"	"Kansas"	"20"	"2001"	"2001"	26	1365966	1.7	1.9
	"Vulva"	"27060"	"Kansas"	"20"	"2002"	"2002"	35	1371898	2.1	2.6
	"Vulva"	"27060"	"Kansas"	"20"	"2003"	"2003"	43	1377415	2.7	3.1
	"Vulva"	"27060"	"Kansas"	"20"	"2004"	"2004"	43	1382396	2.7	3.1
	"Vulva"	"27060"	"Kansas"	"20"	"2005"	"2005"	44	1387958	2.7	3.2
	"Vulva"	"27060"	"Kansas"	"20"	"2006"	"2006"	48	1394092	3.0	3.4
	"Vulva"	"27060"	"Kansas"	"20"	"2007"	"2007"	41	1405705	2.4	2.9
	"Vulva"	"27060"	"Kansas"	"20"	"2008"	"2008"	32	1415563	2.0	2.3
	"Vulva"	"27060"	"Kansas"	"20"	"2009"	"2009"	37	1428139	2.2	2.6
	"Vulva"	"27060"	"Kansas"	"20"	"2010"	"2010"	59	1440086	3.7	4.1
	"Vulva"	"27060"	"Kansas"	"20"	"2011"	"2011"	54	1445374	3.3	3.7
	"Vulva"	"27060"	"Kansas"	"20"	"2012"	"2012"	51	1451660	3.0	3.5
	"Vulva"	"27060"	"Kansas"	"20"	"2013"	"2013"	39	1454161	2.1	2.7
	"Vulva"	"27060"	"Kansas"	"20"	"2014"	"2014"	45	1456414	2.5	3.1
	"Vulva"	"27060"	"Kansas"	"20"	"2015"	"2015"	40	1459985	2.3	2.7
	"Vulva"	"27060"	"Kansas"	"20"	"2016"	"2016"	56	1460885	3.2	3.8
	"Vulva"	"27060"	"Kansas"	"20"	"2017"	"2017"	47	1459459	2.8	3.2
	"Vulva"	"27060"	"Kansas"	"20"	"2018"	"2018"	54	1460098	3.0	3.7
	"Vulva"	"27060"	"Kansas"	"20"	"2019"	"2019"	56	1460683	3.1	3.8
	"Vulva"	"27060"	"Kansas"	"20"	"2020"	"2020"	42	1461337	2.3	2.9
	"Vulva"	"27060"	"Kansas"	"20"	"2021"	"2021"	53	1461544	2.7	3.6
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"1999"	"1999"	Suppressed	1356044	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2000"	"2000"	Suppressed	1362500	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2001"	"2001"	Suppressed	1365966	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2002"	"2002"	Suppressed	1371898	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2003"	"2003"	Suppressed	1377415	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2004"	"2004"	Suppressed	1382396	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2005"	"2005"	Suppressed	1387958	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2006"	"2006"	Suppressed	1394092	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2007"	"2007"	Suppressed	1405705	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2008"	"2008"	Suppressed	1415563	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2009"	"2009"	Suppressed	1428139	Suppressed	Suppressed
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2010"	"2010"	22	1440086	1.3	1.5
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2011"	"2011"	17	1445374	1.0	1.2
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2012"	"2012"	22	1451660	1.3	1.5
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2013"	"2013"	20	1454161	1.2	1.4
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2014"	"2014"	16	1456414	0.9	1.1
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2015"	"2015"	16	1459985	0.9	1.1
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2016"	"2016"	20	1460885	1.0	1.4
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2017"	"2017"	28	1459459	1.6	1.9
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2018"	"2018"	40	1460098	2.3	2.7
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2019"	"2019"	35	1460683	2.1	2.4
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2020"	"2020"	44	1461337	2.4	3.0
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	"2021"	"2021"	33	1461544	1.9	2.3
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"1999"	"1999"	2114	1322294	179.2	159.9
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2000"	"2000"	2091	1331181	175.4	157.1
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2001"	"2001"	2022	1336196	168.4	151.3
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2002"	"2002"	2112	1341637	173.9	157.4
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2003"	"2003"	2059	1345589	166.9	153.0
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2004"	"2004"	2180	1351977	174.7	161.2
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2005"	"2005"	2105	1357341	164.2	155.1
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2006"	"2006"	2128	1368839	163.2	155.5
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2007"	"2007"	2398	1378080	178.9	174.0
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2008"	"2008"	2367	1392513	171.8	170.0
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2009"	"2009"	2285	1404565	160.8	162.7
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2010"	"2010"	2158	1418739	148.9	152.1
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2011"	"2011"	2416	1427337	161.6	169.3
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2012"	"2012"	2007	1439881	131.2	139.4
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2013"	"2013"	1871	1448029	119.8	129.2
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2014"	"2014"	1773	1455618	111.3	121.8
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2015"	"2015"	1940	1463226	119.1	132.6
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2016"	"2016"	1874	1466743	113.5	127.8
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2017"	"2017"	2201	1468087	129.5	149.9
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2018"	"2018"	2251	1471462	129.0	153.0
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2019"	"2019"	2278	1472989	129.7	154.7
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2020"	"2020"	2251	1476582	124.6	152.4
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2021"	"2021"	2331	1476378	128.2	157.9
	"Prostate"	"28010"	"Kansas"	"20"	"1999"	"1999"	2019	1322294	171.9	152.7
	"Prostate"	"28010"	"Kansas"	"20"	"2000"	"2000"	2012	1331181	169.4	151.1
	"Prostate"	"28010"	"Kansas"	"20"	"2001"	"2001"	1939	1336196	162.2	145.1
	"Prostate"	"28010"	"Kansas"	"20"	"2002"	"2002"	2042	1341637	168.6	152.2
	"Prostate"	"28010"	"Kansas"	"20"	"2003"	"2003"	1978	1345589	160.6	147.0
	"Prostate"	"28010"	"Kansas"	"20"	"2004"	"2004"	2095	1351977	168.1	155.0
	"Prostate"	"28010"	"Kansas"	"20"	"2005"	"2005"	2007	1357341	156.7	147.9
	"Prostate"	"28010"	"Kansas"	"20"	"2006"	"2006"	2048	1368839	157.2	149.6
	"Prostate"	"28010"	"Kansas"	"20"	"2007"	"2007"	2299	1378080	171.6	166.8
	"Prostate"	"28010"	"Kansas"	"20"	"2008"	"2008"	2269	1392513	164.6	162.9
	"Prostate"	"28010"	"Kansas"	"20"	"2009"	"2009"	2182	1404565	153.3	155.4
	"Prostate"	"28010"	"Kansas"	"20"	"2010"	"2010"	2070	1418739	142.3	145.9
	"Prostate"	"28010"	"Kansas"	"20"	"2011"	"2011"	2330	1427337	155.2	163.2
	"Prostate"	"28010"	"Kansas"	"20"	"2012"	"2012"	1891	1439881	122.6	131.3
	"Prostate"	"28010"	"Kansas"	"20"	"2013"	"2013"	1776	1448029	113.1	122.6
	"Prostate"	"28010"	"Kansas"	"20"	"2014"	"2014"	1650	1455618	102.6	113.4
	"Prostate"	"28010"	"Kansas"	"20"	"2015"	"2015"	1837	1463226	111.8	125.5
	"Prostate"	"28010"	"Kansas"	"20"	"2016"	"2016"	1766	1466743	106.1	120.4
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	2099	1468087	122.3	143.0
	"Prostate"	"28010"	"Kansas"	"20"	"2018"	"2018"	2144	1471462	121.8	145.7
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	2177	1472989	122.3	147.8
	"Prostate"	"28010"	"Kansas"	"20"	"2020"	"2020"	2145	1476582	117.3	145.3
	"Prostate"	"28010"	"Kansas"	"20"	"2021"	"2021"	2220	1476378	120.5	150.4
	"Testis"	"28020"	"Kansas"	"20"	"1999"	"1999"	84	1322294	6.3	6.4
	"Testis"	"28020"	"Kansas"	"20"	"2000"	"2000"	70	1331181	5.3	5.3
	"Testis"	"28020"	"Kansas"	"20"	"2001"	"2001"	67	1336196	5.0	5.0
	"Testis"	"28020"	"Kansas"	"20"	"2002"	"2002"	57	1341637	4.2	4.2
	"Testis"	"28020"	"Kansas"	"20"	"2003"	"2003"	68	1345589	5.2	5.1
	"Testis"	"28020"	"Kansas"	"20"	"2004"	"2004"	72	1351977	5.5	5.3
	"Testis"	"28020"	"Kansas"	"20"	"2005"	"2005"	87	1357341	6.7	6.4
	"Testis"	"28020"	"Kansas"	"20"	"2006"	"2006"	75	1368839	5.7	5.5
	"Testis"	"28020"	"Kansas"	"20"	"2007"	"2007"	82	1378080	6.1	6.0
	"Testis"	"28020"	"Kansas"	"20"	"2008"	"2008"	85	1392513	6.1	6.1
	"Testis"	"28020"	"Kansas"	"20"	"2009"	"2009"	92	1404565	6.8	6.6
	"Testis"	"28020"	"Kansas"	"20"	"2010"	"2010"	74	1418739	5.4	5.2
	"Testis"	"28020"	"Kansas"	"20"	"2011"	"2011"	69	1427337	5.1	4.8
	"Testis"	"28020"	"Kansas"	"20"	"2012"	"2012"	100	1439881	7.5	6.9
	"Testis"	"28020"	"Kansas"	"20"	"2013"	"2013"	78	1448029	5.6	5.4
	"Testis"	"28020"	"Kansas"	"20"	"2014"	"2014"	102	1455618	7.4	7.0
	"Testis"	"28020"	"Kansas"	"20"	"2015"	"2015"	93	1463226	6.7	6.4
	"Testis"	"28020"	"Kansas"	"20"	"2016"	"2016"	90	1466743	6.2	6.1
	"Testis"	"28020"	"Kansas"	"20"	"2017"	"2017"	89	1468087	6.4	6.1
	"Testis"	"28020"	"Kansas"	"20"	"2018"	"2018"	87	1471462	6.0	5.9
	"Testis"	"28020"	"Kansas"	"20"	"2019"	"2019"	87	1472989	6.5	5.9
	"Testis"	"28020"	"Kansas"	"20"	"2020"	"2020"	87	1476582	6.1	5.9
	"Testis"	"28020"	"Kansas"	"20"	"2021"	"2021"	96	1476378	6.8	6.5
	"Penis"	"28030"	"Kansas"	"20"	"1999"	"1999"	Suppressed	1322294	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2000"	"2000"	Suppressed	1331181	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2001"	"2001"	Suppressed	1336196	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2002"	"2002"	Suppressed	1341637	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2003"	"2003"	Suppressed	1345589	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2004"	"2004"	Suppressed	1351977	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2005"	"2005"	Suppressed	1357341	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2006"	"2006"	Suppressed	1368839	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2007"	"2007"	Suppressed	1378080	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2008"	"2008"	Suppressed	1392513	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2009"	"2009"	Suppressed	1404565	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2010"	"2010"	Suppressed	1418739	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2011"	"2011"	Suppressed	1427337	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2012"	"2012"	Suppressed	1439881	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2013"	"2013"	Suppressed	1448029	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2014"	"2014"	18	1455618	1.1	1.2
	"Penis"	"28030"	"Kansas"	"20"	"2015"	"2015"	Suppressed	1463226	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2016"	"2016"	16	1466743	1.1	1.1
	"Penis"	"28030"	"Kansas"	"20"	"2017"	"2017"	Suppressed	1468087	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2018"	"2018"	18	1471462	1.1	1.2
	"Penis"	"28030"	"Kansas"	"20"	"2019"	"2019"	Suppressed	1472989	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2020"	"2020"	Suppressed	1476582	Suppressed	Suppressed
	"Penis"	"28030"	"Kansas"	"20"	"2021"	"2021"	Suppressed	1476378	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"1999"	"1999"	Suppressed	1322294	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2000"	"2000"	0	1331181	0.0	0.0
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2001"	"2001"	Suppressed	1336196	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2002"	"2002"	Suppressed	1341637	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2003"	"2003"	Suppressed	1345589	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2004"	"2004"	Suppressed	1351977	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2005"	"2005"	Suppressed	1357341	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2006"	"2006"	0	1368839	0.0	0.0
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2007"	"2007"	Suppressed	1378080	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2008"	"2008"	Suppressed	1392513	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2009"	"2009"	Suppressed	1404565	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2010"	"2010"	0	1418739	0.0	0.0
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2011"	"2011"	Suppressed	1427337	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2012"	"2012"	Suppressed	1439881	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2013"	"2013"	Suppressed	1448029	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2014"	"2014"	Suppressed	1455618	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2015"	"2015"	Suppressed	1463226	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2016"	"2016"	Suppressed	1466743	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2017"	"2017"	Suppressed	1468087	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2018"	"2018"	Suppressed	1471462	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2019"	"2019"	Suppressed	1472989	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2020"	"2020"	Suppressed	1476582	Suppressed	Suppressed
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	"2021"	"2021"	Suppressed	1476378	Suppressed	Suppressed
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"1999"	"1999"	903	2678338	33.1	33.7
	"Urinary System"	"29010-29040"	"Kansas"	"20"	"2000"	"2000"	968	2693681	35.2	35.9
